Id_FranceArchives,Nom_du_service,Identifiant_du_service,Courriel,Telephone,Adresse_postale,Adresse_du_service,Ville,Code_postal,Horaires_d_ouverture,Site_internet,Code_insee_commune,Latitude,Longitude,Lien_FranceArchives,Categorie_de_service,Categorie,Service_de_rattachement
974674059,Commune d'Obernay - Archives Historiques,,archives@obernai.fr,03.88.95.22.59,"Mairie d'Obernai, Archives Historiques, Place du Marché, CS 80205, 67213 Obernai Cedex","Maison de la Musique et des Associations, cour Athic",Obernai,67210,"Sur rendez-vous, les jeudi et vendredi matin de 9h à 12h",https://www.obernai.fr/fr/Annuaire/Services-municipaux/Mairie/Archives-Historiques-0275.html,67348,48.46260948797477,7.478980099124972,https://francearchives.gouv.fr/fr/service/974674059,C,Archives municipales,
33808,Commune d'Olivet - Archives municipales,FRAC45232,lineda.hafid@olivet.fr,02.38.69.53.81,"Mairie, CS 20129, 45161 Olivet Cedex",283 rue du Général de Gaulle,Olivet,45160,Sur rendez-vous,,45232,47.865544,1.897453,https://francearchives.gouv.fr/fr/service/33808,C,Archives municipales,
34275,Commune d'Orange - Archives municipales,,archives@ville-orange.fr,04.90.51.38.01 ou 38.69,"Hôtel de ville, place Georges Clemenceau, BP 187, 84106 Orange Cedex",75 cours Aristide Briand,Orange,84100,Du mardi au jeudi de 8h30 à 12h et de 13h30 à 17h,,84087,44.136535,4.805323,https://francearchives.gouv.fr/fr/service/34275,C,Archives municipales,
34453,Commune d'Orly - Service archives-documentation,FRAC94054,service.documentation@mairie-orly.fr,01.48.90.20.56,,7 avenue Adrien Raynal,Orly,94310,Du lundi au vendedi de 9h à 12h et de 14h à 17h,,94054,48.743313,2.402136,https://francearchives.gouv.fr/fr/service/34453,C,Archives municipales,
34342,Commune d'Orsay - Service des archives,FRAC91471,archives@mairie-orsay.fr,01.60.92.81.47,,"Mairie, 2 place du Général Leclerc",Orsay,91400,"Les lundi, mardi, mercredi et vendredi de 8h30 à 12h et de 13h30 à 17h30, le jeudi de 13h30 à 18h",,91471,48.699031,2.187653,https://francearchives.gouv.fr/fr/service/34342,C,Archives municipales,
33792,Commune d'Orvault - Documentation-Archives,,gdi@mairie-orvault.fr,02.51.78.31.86,"CS 70616, 44706 Orvault Cedex","Hôtel de ville, 9 rue Marcel Deniau",Orvault,44700,"Sur rendez-vous, du lundi au vendredi de 8h30 à 12h30 et de 13h30 à 17h30",,44114,47.270607,-1.624397,https://francearchives.gouv.fr/fr/service/33792,C,Archives municipales,
34068,Commune d'Oullins-Pierre-Bénite - Archives communales,FRAC69149,archives.municipales@oullinspierrebenite.fr,04.72.39.73.15,,18 rue Lucie Aubrac,Oullins-Pierre-Bénite,69310,"Sur rendeez-vous, les lundi, mardi et vendredi de 13h30 à 17h",,69149,45.714129,4.806927,https://francearchives.gouv.fr/fr/service/34068,C,Archives municipales,
33363,Commune d'Oyonnax - Archives municipales,,archives@oyonnax.fr,09.63.61.15.94,,"14 bis, rue André Cretin",Oyonnax,01100,Sur rendez-vous,,01283,46.266721,5.649698,https://francearchives.gouv.fr/fr/service/33363,C,Archives municipales,
34180,Commune d'Ozoir-la-Ferrière - Service archives-documentation,FRAC77350,archives@mairie-ozoir-la-ferriere.fr,01.60.02.72.77,"45 avenue du Général de Gaulle, 77330 Ozoir-la-Ferrière",18 avenue Maurice Chevalier,Ozoir-la-Ferrière,77330,Du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h30,,77350,48.765943,2.682443,https://francearchives.gouv.fr/fr/service/34180,C,Archives municipales,
33634,Commune d'Uzès - Archives municipales,,archives@uzes.fr,04.66.22.24.40,"Hôtel de ville, BP 71103, 30701 Uzès Cedex","1 place du Duché (local de l’ancienne poste, rez-de chaussée, face au Duché)",Uzès,30701,"Les lundi, mardi et jeudi de 13h30 à 16h45",,30334,44.013080010860605,4.422105241618099,https://francearchives.gouv.fr/fr/service/33634,C,Archives municipales,
34350,Commune d'Yerres - Service archives documentation,,sthillotlanglois@yerres.fr,01.69.49.77.05,"60 rue Charles de Gaulle, 91335 Yerres Cedex",22 rue du Mont-Griffon,Yerres,91330,"Du lundi au jeudi de 13h30 à 17h30, le vendredi de 13h30 à 17h",,91691,48.720201,2.492704,https://francearchives.gouv.fr/fr/service/34350,C,Archives municipales,
34151,Commune d'Yvetot - Service des archives,FRAC76758,christine.renelle@yvetot.fr,02.32.70.44.70,"Mairie, BP 219, 76196 Yvetot Cedex",Place de l'Hôtel de ville,Yvetot,76190,Du lundi au vendredi de 8h à 11h30 et de 13h30 à 17h,,76758,49.616519,0.755732,https://francearchives.gouv.fr/fr/service/34151,C,Archives municipales,
937131909,Commune d'Échirolles - Service Documentation et Archives,FRAC38151,archives@echirolles.fr,04.76.20.63.90,,"Hôtel de ville, 1 Place des 5 Fontaines",Échirolles,38130,"Du lundi au vendredi, de 8h30 à 12h et de 13h30 à 17h, sur rendez-vous",https://www.echirolles.fr/archives-et-documentation,38151,45.148302,5.717115,https://francearchives.gouv.fr/fr/service/937131909,C,Archives municipales,
163731410,Commune d'Élancourt - Archives communales,FRAC78208,angelique.ceconi@ville-elancourt.fr,01.30.66.50.81,,"Hôtel de ville, place du Général de Gaulle",Elancourt,78990,Sur rendez-vous,,78208,48.768201,1.948041,https://francearchives.gouv.fr/fr/service/163731410,C,Archives municipales,
33853,Commune d'Épernay - Archives municipales,FRAC51230,archives@ville-epernay.fr,03.26.55.72.00,,79 rue des Jancelins,Epernay,51200,Du lundi au vendredi de 13h30 à 17h,http://www.epernay.fr/equipement-service-municipal/les-archives-municipales,51230,49.038231,3.957345,https://francearchives.gouv.fr/fr/service/33853,C,Archives municipales,
34311,Commune d'Épinal - Archives municipales,FRAC88160,archives.municipales@epinal.fr,03.29.64.16.25,"Hôtel de ville, BP 25, 88026 Épinal Cedex 09",20 rue d'Ambrail,Epinal,88000,Du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h,,88160,48.174006,6.452744,https://francearchives.gouv.fr/fr/service/34311,C,Archives municipales,
34337,Commune d'Épinay-sous-Sénart - Service des archives,FRAC78215,doc@ville-epinay-senart.fr,01.60.47.85.45,"Hôtel de ville, 8 rue de Sainte-Geneviève, 91860 Épinay-sous-Sénart","Pôle d'Aménagement du Cadre de Vie et du Territoire (PATCV) 8, rue Jean-Jaurès",Épinay-sous-Sénart,91860,Sur rendez-vous,,91215,48.69468,2.514825,https://francearchives.gouv.fr/fr/service/34337,C,Archives municipales,
34406,Commune d'Épinay-sur-Seine - Archives communales,FRAC93031,archives.patrimoine@epinay-sur-seine.fr,01.49.71.98.18,,1 rue Mulot,Epinay-sur-Seine,93800,"Du lundi au jeudi de 8h30 à 12h et de 13h30 à 17h 30, le vendredi de 13h30 à 16h",https://www.epinay-sur-seine.fr/decouvrir/portrait-de-la-ville/les-archives/,93031,48.952433,2.310393,https://francearchives.gouv.fr/fr/service/34406,C,Archives municipales,
34338,Commune d'Étampes - Archives municipales,,archives.municipales@mairie-etampes.fr,01.60.81.60.68,"BP 109, 91152 Étampes Cedex",4 rue Sainte-Croix,Etampes,91150,Sur rendez-vous,,91223,48.435658,2.161053,https://francearchives.gouv.fr/fr/service/34338,C,Archives municipales,
33598,Commune d'Évreux - Archives communales et intercommunales,FRAC27229,archives@epn-agglo.fr,02.32.78.85.46,"CS 70186, 27000 Évreux","Espace Saint-Louis, 15 rue Saint-Louis",Évreux,27000,Du mardi au vendredi de 9h à 12h30 et de 13h30 à 17h,https://archives.epn-agglo.fr/FrmSommaireFrame.asp,27229,49.026864,1.152822,https://francearchives.gouv.fr/fr/service/33598,C,Archives municipales,
312978183,Commune d'Évry-Courcouronnes - Archives municipales,,archives@evrycourcouronnes.fr,01.69.36.66.66,,Place des droits de l'homme et du citoyen,Evry,91000,"Sur rendez-vous, du lundi au vendredi de 9h à 12h et de 14h à 16h",,91228,48.624317446984115,2.4290703264576265,https://francearchives.gouv.fr/fr/service/312978183,C,Archives municipales,
656434343,Commune de  Sarlat-la-Canéda - Service des archives,,magnol.delphine@sarlat.fr,05.53.31.53.39,"CS 80210, 24206 Sarlat-la-Canéda Cedex","Mairie, place de la Liberté",Sarlat-la-Canéda,24200,Sur rendez-vous,,24520,44.889841,1.216734,https://francearchives.gouv.fr/fr/service/656434343,C,Archives municipales,
33754,Commune de Aire-sur-l'Adour - Archives municipales,,patrimoine@aire-sur-adour.fr,05.58.71.47.00,,Place de l'Hôtel de ville,Aire-sur-l’Adour,40800,Du lundi au vendredi de 9h à12h et de 14h à 17h,,40001,43.699974,-0.262341,https://francearchives.gouv.fr/fr/service/33754,C,Archives municipales,
34360,Commune de Bagneux - Archives communales,FRAC92007,archives@mairie-bagneux.fr,01.42.31.62.18,,2 avenue Gabriel Péri,Bagneux,92220,"Sur rendez-vous, du lundi au vendredi de 9h à 17h30 (fermé le jeudi après-midi)",,92007,48.79729,2.306484,https://francearchives.gouv.fr/fr/service/34360,C,Archives municipales,
34397,Commune de Bagnolet - Service Patrimoine Archives et Arts Visuels,FRAC93006,cyril.bourdon@ville-bagnolet.fr,01.49.93.61.53,,17 rue François Mitterrand,Bagnolet,93170,Sur rendez-vous,,93006,48.872012,2.418573,https://francearchives.gouv.fr/fr/service/34397,C,Archives municipales,
33631,Commune de Bagnols-sur-Cèze - Archives municipales,FRAC30028,archives@bagnolssurceze.fr,04.66.50.50.35,"BP 45160, 30205 Bagnols-Sur-Cèze Cedex","Hôtel de ville, place Auguste Mallet",Bagnols-sur-Cèze,30200,"Du lundi au vendredi de 8h à 12h, sur rendez-vous l'après-midi",,30028,44.162052,4.619767,https://francearchives.gouv.fr/fr/service/33631,C,Archives municipales,
34489,Commune de Baie-Mahault - Service archives,,archives@baiemahault.fr,05.90. 41.97.51,,"Hôtel de ville, rue de la République",Baie-Mahault,97122,"Les lundi, mardi et jeudi de 8h à 13h et 14h à 17h, les mercredi et vendredi de 7h30 à 13h",,97103,16.265614,-61.58739,https://francearchives.gouv.fr/fr/service/34489,C,Archives municipales,
34490,Commune de Baillif - Service archives,,d.varin@ville-baillif.fr,05.90.99.11.70,"Hôtel de ville, BP 44, 97123 Baillif",Le Bourg,Baillif,97123,"Les lundi, mardi et jeudi de 8h à 12h30 et 14h à 17h30, les mercredi et vendredi de 7h30 à 13h",,97104,16.021509,-61.735714,https://francearchives.gouv.fr/fr/service/34490,C,Archives municipales,
34491,Commune de Basse-Terre - Service archives-documentation,,v.dollin@ville-basseterre.fr,05.90.80.56.00,,2 cours Nolivos,Basse-Terre,97100,"Les lundi, mardi et jeudi de 7h30 à 12h et de 13h30 à 17h, les mercredi et vendredi de 7h30 à 12h30",,97105,15.994736,-61.730004,https://francearchives.gouv.fr/fr/service/34491,C,Archives municipales,
293898677,Commune de Bastia - Service archives-documentation,,archives@ville-bastia.fr,04.35.55.95.67,,"Hôtel de ville, avenue Pierre Giudicelli",Bastia,20410,Du lundi au vendredi de 8h à 16h30,,2B033,42.702203,9.451381,https://francearchives.gouv.fr/fr/service/293898677,C,Archives municipales,
132040146,Commune de Bayonne - Service Archives Documentation,,archives@bayonne.fr,05.59.46.60.89,"BP 60004, 64109 Bayonne Cedex","Hôtel de ville, 1 avenue du Maréchal Leclerc",Bayonne,64100,sur rendez-vous,,64102,43.493505,-1.474908,https://francearchives.gouv.fr/fr/service/132040146,C,Archives municipales,
75586416,Commune de Bazas - Archives communales,FRAC33036,r.espagnet@ville-bazas.fr,05.56.65.06.65,,2 place de la Cathédrale,Bazas,33430,sur rendez-vous,https://archives-numeriques.ville-bazas.fr/,33036,44.431278,-0.211364,https://francearchives.gouv.fr/fr/service/75586416,C,Archives municipales,
33632,Commune de Beaucaire - Service des archives,FRAC30032,cyrille.vivarelli@beaucaire.fr,04.66.59.71.19, ,"Mairie, place Georges Clemenceau",Beaucaire,30300,Du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h,,30032,43.807227,4.643671,https://francearchives.gouv.fr/fr/service/33632,C,Archives municipales,
33548,Commune de Beaune - Archives municipales,,archives@mairie-beaune.fr,03.80.24.56.81,"Hôtel de ville, BP 30191, 21205 Beaune Cedex",Place de l'Hôtel de ville,Beaune,21200,Du lundi au vendredi de 9h à 12h30 et de 13h30 à 17h,https://archivesbeaune.wordpress.com/,21054,47.026225,4.839519,https://francearchives.gouv.fr/fr/service/33548,C,Archives municipales,
33401,Commune de Beausoleil - Service archives-documentation,,archives@villedebeausoleil.fr,04.93.41.71.31,"Hôtel de ville, boulevard de la République, 06240 Beausoleil",26 avenue Maréchal Foch,Beausoleil,06240,"Du lundi au jeudi de 8h30 à 12h30 et de 13h30 à 17h, le vendredi de 8h30 à 12h30 et de 13h30 à 16h",,06012,43.742215,7.422936,https://francearchives.gouv.fr/fr/service/33401,C,Archives municipales,
33953,Commune de Beauvais - Service archives-documentation,FRAC60057,archives@beauvais.fr,03.44.79.40.29,, 232 bis place de Saint-Just-des-Marais,Beauvais,60000,Du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h,,60057,49.434844,2.060675,https://francearchives.gouv.fr/fr/service/33953,C,Archives municipales,
34326,Commune de Belfort - Archives municipales,FRAC90010,archives@mairie-belfort.fr,03.84.54.25.44,"Hôtel de ville, place d'Armes",2 rue de l’Ancien Théâtre,Belfort,90000,Du mardi au jeudi de 9h à 12h et de 14h à 17h30,https://archives.belfort.fr/,90010,47.637668,6.861909,https://francearchives.gouv.fr/fr/service/34326,C,Archives municipales,
131979947,Commune de Bergerac - Archives municipales,FRAC24037,mfulbert@bergerac.fr,05.53.63.04.13,,"Musée du Tabac, place du Feu",Bergerac,24100,"Le Mercredi de 9h à 12 h et de 14h à 18 h, le Vendredi de 14h à 18 h ou sur rendez-vous (réservation obligatoire)",https://www.bergerac.fr/archives-municipales/,24037,44.84993,0.48375,https://francearchives.gouv.fr/fr/service/131979947,C,Archives municipales,
33467,Commune de Berre-l'Étang - Archives municipales,,archives@berre-l-etang.fr,04.42.85.07.33,"Mairie, BP 30221, 13130 Berre-l'Étang","42 avenue Henri Becquerel, Euroflory Parc",Berre l'Etang,13130,Du lundi au vendredi de 8h30 à 12h30 et de 13h30 à 16h40,,13014,43.518682,5.192607,https://francearchives.gouv.fr/fr/service/33467,C,Archives municipales,
33574,Commune de Besançon - Archives municipales,FRAC25056,archives.contemporaines@besancon.fr,03.81.87.81.40,"BP 279, 25012 Besançon Cedex",1 rue de la Bibliothèque,Besançon,25000,"Du lundi au vendredi de 10h à 18h, le samedi de 10h à 12h et de 14h à 18h",http://memoirevive.besancon.fr,25056,47.2362,6.02778,https://francearchives.gouv.fr/fr/service/33574,C,Archives municipales,
34193,Commune de Beynes - Service des archives,FRAC78062,mauvinet@beynes.fr,01.34.91.07.44,,"Mairie, place du 8 mai 1945",Beynes,78650,Sur rendez-vous,,78062,48.855825,1.875334,https://francearchives.gouv.fr/fr/service/34193,C,Archives municipales,
33642,Commune de Blagnac - Service documentation-archives,FRAC31069,s.roussel@mairie-blagnac.fr,05.61.71.72.23,,place des Arts,Blagnac,31700,Sur rendez-vous,,31069,43.635319,1.39838,https://francearchives.gouv.fr/fr/service/33642,C,Archives municipales,
34399,"Commune de Bobigny - Direction des Affaires juridiques, service Archives communales",,archives@ville-bobigny.fr,01.41.60.94.94,,31 avenue du Président Salvador Allende,Bobigny,93000,Du lundi au vendredi de 8h30 à 12h30 et de 13h30 à 17h30,,93008,48.906182,2.445042,https://francearchives.gouv.fr/fr/service/34399,C,Archives municipales,
34361,Commune de Bois-Colombes - Service archives et patrimoine culturel,FRAC92009,archivesdoc@bois-colombes.com,01.41.19.83.48,,15 rue Charles Duflos,Bois-Colombes,92270,Du lundi au vendredi de 13h30 à 17h30,,92009,48.914432,2.267915,https://francearchives.gouv.fr/fr/service/34361,C,Archives municipales,
34140,Commune de Bolbec - Service archives-documentation-patrimoine,FRAC76114,archives.documentation@bolbec.fr,02.32.84.51.16,"BP 70045, 76210 Bolbec",Square du Général Leclerc,Bolbec,76210,"Le jeudi de 8h à 12h, le vendredi de14h à 17h",,76114,49.57383,0.474445,https://francearchives.gouv.fr/fr/service/34140,C,Archives municipales,
34271,Commune de Bollène - Archives communales,FRAC84019,archives@ville-bollene.fr,04.90.40.51.98,"Mairie, BP 207, 84505 Bollène Cedex",Place Raynaud de la Gardette,Bollène,84500,Sur rendez-vous,,84019,44.280179,4.748183,https://francearchives.gouv.fr/fr/service/34271,C,Archives municipales,
34400,Commune de Bondy - Service documentation-archives,FRAC93010,archives@ville-bondy.fr,01.48.50.54.01,,"Hôtel de ville, Esplanade Claude Fuzier",Bondy,93140,"Lu., Me., Ve. 9h à 17h15 / Ma. 10h30 à 17h15 et sur rendez-vous de 17h15 à 19h15",,93010,48.90194598404168,2.4811117111251937,https://francearchives.gouv.fr/fr/service/34400,C,Archives municipales,
34436,Commune de Bonneuil-sur-Marne - Service archives-documentation,FRAC94011,beatrice.dib@bonneuil94.fr,01.56.71.52.20,7 rue Estienne d'Orves,1 rue de la Commune,Bonneuil-sur-Marne,94380,"Les mardi, mercredi et vendredi de 9h à 12h et de 14h à 17h",,94011,48.769998,2.484461,https://francearchives.gouv.fr/fr/service/34436,C,Archives municipales,
34362,Commune de Boulogne-Billancourt - Archives municipales,FRAC 92012,archives-sdl@mairie-boulogne-billancourt.fr,01.55.18.54.59,,26 avenue André Morizet,Boulogne-Billancourt,92100,"Les lundi, mercredi et vendredi de 9h à 12h, les mardi et jeudi de 13h30 à 17h",https://archives.boulognebillancourt.com,92012,48.8357,2.240435,https://francearchives.gouv.fr/fr/service/34362,C,Archives municipales,
33977,Commune de Boulogne-sur-Mer - Archives municipales,FRAC62160,archives@ville-boulogne-sur-mer.fr,03.91.90.01.10,"Hôtel de ville, BP 729, 62321 Boulogne sur Mer Cedex",11 rue de Bertinghen,Boulogne sur Mer,62200,Du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h30,https://www.ville-boulogne-sur-mer.fr/annuaire/archives-municipales/,62160,50.714546,1.614651,https://francearchives.gouv.fr/fr/service/33977,C,Archives municipales,
33424,Commune de Bourg-Saint-Andéol - Service des Archives,FRAC07042,archives@bsa-ville.fr,04.75.54.77.45,"Hôtel de ville, place de la Concorde","Zone d'Encros, route de Saint Remèze",Bourg-Saint-Andéol,07700,Le mercredi de 10h à 12h,https://www.bsa-ville.fr/rubrique58.html,07042,44.369065,4.646583,https://francearchives.gouv.fr/fr/service/33424,C,Archives municipales,
33362,Commune de Bourg-en-Bresse - Service des archives,FRAC001053,archives@bourgenbresse.fr,04.74.45.72.07,Hôtel de Ville - BP 90419 – 01012 Bourg-en-Bresse cedex,Place de l'Hôtel de ville,Bourg-en-Bresse,01000,"Les mardi et mercredi de 8h30 à 12h, le jeudi de 13h30 à 17h",http://archives.bourgenbresse.fr/,01053,46.204967,5.225539,https://francearchives.gouv.fr/fr/service/33362,C,Archives municipales,
33583,Commune de Bourg-lès-Valence - Archives municipales,FRAC26058,idelette.drogue@bourg-les-valence.fr,04.75.79.45.39,"Espace François Mitterrand, BP 231, 26500 Bourg-lès-Valence",Rue Vidal,Bourg-lès-Valence,26500,Sur rendez-vous,,26058,44.947393,4.894002,https://francearchives.gouv.fr/fr/service/33583,C,Archives municipales,
33529,Commune de Bourges - Archives communales et communautaires,FREPCI241800507,archives.municipales@agglo-bourgesplus.fr,02.48.24.00.94,"Hôtel de ville, CS 50003, 18020 Bourges Cedex",Rue Jules Bertaut - Place François Mauriac,Bourges,18000,Les lundi et mardis de 9h à 12h30 et de 13h30 à 17h,https://archives.bourgesplus.fr/,18033,47.102857,2.414177,https://francearchives.gouv.fr/fr/service/33529,C,Archives municipales,
92220649,Commune de Bras-Panon - Service des archives,,archives@braspanon.re,,,"Hôtel de ville, route nationale 2",Bras-Panon,97412,,,97402,-20.996373,55.679052,https://francearchives.gouv.fr/fr/service/92220649,C,Archives municipales,
34222,Commune de Bressuire - Archives municipales,FRAC79049,marylise.hirtz@ville-bressuire.fr,05.49.74.28.66,"Hôtel de Ville, CS 20080, 79302 Bressuire Cedex",21 allée du Lavoir,Bressuire,79300,Sur rendez-vous,,79049,46.834634,-0.479412,https://francearchives.gouv.fr/fr/service/34222,C,Archives municipales,
33622,Commune de Brest métropole - Archives municipales et communautaires,FREPCI242900314,archives@brest-metropole.fr,02.98.34.26.10,,1 rue Jean Foucher,Brest,29200,Du lundi au mercredi de 9h à 12h et de 13h à 17h,https://archives.brest.fr/archives-accueil-3385.html,29019,48.398183,-4.506215,https://francearchives.gouv.fr/fr/service/33622,C,Archives municipales,
33393,Commune de Briançon - Service des archives et de la documentation,FRAC005023,archives@mairie-briancon.fr,04.92.20.46.01,,"Médiathèque La Ruche, 28 avenue du 159ème RIA",Briançon,05100,"Les mardi, mercredi et vendredi de 14h à 18h, le samedi de 10h à 13h",,05023,44.897633,6.634132,https://francearchives.gouv.fr/fr/service/33393,C,Archives municipales,
87886307,Commune de Brignais - Archives communales,FRAC69027,gourd@mairie-brignais.fr,04.87.25.20.01,,"Hôtel de ville, 28 rue général de Gaulle",Brignais,69530,Sur rendez-vous,,69027,45.674861,4.759203,https://francearchives.gouv.fr/fr/service/87886307,C,Archives municipales,
34248,Commune de Brignoles - Archives municipales,FRAC83023,archives@brignoles.fr,04.94.69.31.87,"BP 307, 83177 Brignoles Cedex",12 place des Comtes de Provence,Brignoles,83170,Sur rendez-vous,http://www.brignoles.fr/patrimoine-historique/archives-municipales-364.html,83023,43.404216,6.061427,https://francearchives.gouv.fr/fr/service/34248,C,Archives municipales,
34055,Commune de Bron - Service documentation et archives,FRAC69029,documentation@ville-bron.fr,04.72.36.13.28,,"Mairie, Place de Weingarten",Bron,69500,Sur rendez-vous,,69029,45.73366,4.909219,https://francearchives.gouv.fr/fr/service/34055,C,Archives municipales,
33978,Commune de Bruay-La-Buissière - Service des archives municipales,,archives@bruaylabuissiere.fr,03.59.41.34.03,"Maison des services, BP 23, 62701  Bruay-La-Buissière Cedex",39 rue Pierre Bérégovoy,Bruay-La-Buissière,62700,"Les lundi, mardi, mercredi et vendredi de 8h à 12h et de 13h30 à 17h30, le jeudi de 8h à 12h",,62178,50.482233,2.546596,https://francearchives.gouv.fr/fr/service/33978,C,Archives municipales,
34332,Commune de Brunoy - Service des archives,,archives@mairie-brunoy.fr,01.69.39.97.29,"Mairie, BP 83, 91805 Brunoy Cedex","Mairie, place de la Mairie",Brunoy,91800,Sur rendez-vous,,91114,48.697898,2.503977,https://francearchives.gouv.fr/fr/service/34332,C,Archives municipales,
33947,Commune de Bry-sur-Marne - Archives municipales,FRAC94015,mairie@bry94.fr,01.45.16.68.00,,1 Grande Rue Charles de Gaulle,Bry-sur-Marne,94360,Sur rendez-vous,,94015,48.835224,2.519827,https://francearchives.gouv.fr/fr/service/33947,C,Archives municipales,
34194,Commune de Buc - Service archives-documentation,,archives@mairie-buc.fr,01.39.20.71.12,,"Mairie, 3 rue des Frères Robin",Buc,78530,"Les lundi et mercredi de 8h30 à 12h et de 13h à 17h, le mardi de 13h à 17h, le jeudi de 13h à 20h, le vendredi de 8h30 à 12h et de 13h à 16h30",,78117,48.774054,2.126244,https://francearchives.gouv.fr/fr/service/34194,C,Archives municipales,
33584,Commune de Buis-les-Baronnies - Archives municipales,FRAC26063,archives@mairie.buislesbaronnies.fr,04.75.28.23.60,"Hôtel de ville, boulevard Aristide Briand, 26170 Buis-les-Baronnies","Espace ""Pierre Varlet"", 2 rue de Beauvoisin",Buis-les-Baronnies,26170,Le jeudi de 13h30 à 17h30,,26063,44.275969,5.272643,https://francearchives.gouv.fr/fr/service/33584,C,Archives municipales,
90851583,Commune de Bédarieux - Archives municipales,,archives-municipales@bedarieux.fr,04.67.95.73.41,"Mairie, BP 3, 34600 Bédarieux",19 avenue Abbé Tarroux,Bédarieux,34600,Sur rendez-vous,,34028,43.617661,3.15498,https://francearchives.gouv.fr/fr/service/90851583,C,Archives municipales,
33976,Commune de Béthune - Archives municipales - Salle de consultation des documents numérisés,,archives.municipales@ville-bethune.fr,03.21.63.00.00,,"Hôtel de Beaulaincourt, rue du Tribunal",Béthune,62400,Du lundi au vendredi de 10 h à 12 h et de 13 h 30 à 17 h 30,,62119,50.533471,2.638102,https://francearchives.gouv.fr/fr/service/33975#service-33976,C,Archives municipales,Commune de Béthune - Archives municipales
33975,Commune de Béthune - Archives municipales,FRAC62119,a.willay@ville-bethune.fr,03.21.63.00.00,"Hôtel de ville, BP 10711, 62400 Béthune Cedex",Place du 4 septembre,Béthune,62400,Du lundi au vendredi de 9h à 12h  et de 14h à 17h,http://archives.ville-bethune.fr/,62119,50.530457,2.638344,https://francearchives.gouv.fr/fr/service/33975,C,Archives municipales,
33684,Commune de Béziers - Archives municipales,FRAM34032,archives@beziers.fr,04.67.36.73.69,,"Caserne Saint-Jacques, cours Marengo, Rampe du 96e Régiment d'Infanterie",Béziers ,34500,Du lundi au vendredi de 8h à 12h et de 13h30 à 17h30,http://archives.ville-beziers.fr/,34032,43.342642,3.214014,https://francearchives.gouv.fr/fr/service/33684,C,Archives municipales,
34437,Commune de Cachan - Service du patrimoine des archives et de la documentation,FRAC94016,sylvain.gervereau@ville-cachan.fr,01.49.69.69.80 ou 30,,"Mairie, Square de la Libération",Cachan,94230,Du lundi au vendredi de 9h à 12h30 et de 13h30 à 17h30,,94016,48.79475594007926,2.3340583111206925,https://francearchives.gouv.fr/fr/service/34437,C,Archives municipales,
33402,Commune de Cagnes-sur-Mer - Service des archives,FRAC06027,archives.municipales@cagnes.fr,04.89.83.20.66,"Mairie, place de l'Hôtel de ville","Immeuble Hermès, place Gabriel Péri",Cagnes-sur-Mer,06800,Du lundi au vendredi de 8h à 12h30 et de 13h30 à 17h,http://www.archives.ville-cagnes.fr/,06027,43.66361227996203,7.148778599276858,https://francearchives.gouv.fr/fr/service/33402,C,Archives municipales,
33972,Commune de Calais - Archives communales,FRAC62193,archives@mairie-calais.fr,03.21.46.62.69,"C.S. 30329, 62107 Calais Cedex",20 quai de la Gendarmerie,Calais,62100,"Les lundi et mercredi de 8h15 à 11h45 et de 13h30 à 17h15, le jeudi de 13h30 à 17h15",https://www.archives.calais.fr/fr/,62193,50.951422,1.859954,https://francearchives.gouv.fr/fr/service/33972,C,Archives municipales,
94529538,Commune de Caluire-et-Cuire - Service des archives,FRAC69034,archives@ville-caluire.fr,04.78.98.80.80,,Place du docteur Dugoujon,Caluire-et-Cuire,69300,Du lundi au vendredi de 8h30 à 12h et 13h30 à 17h,,69034,45.796526,4.842175,https://francearchives.gouv.fr/fr/service/94529538,C,Archives municipales,
33926,Commune de Cambrai - Archives municipales,FRAC59122,archives@mairie-cambrai.fr,03.27.73.21.42,"Hôtel de ville, BP 409, 59407 Cambrai Cedex",Place Aristide Briand,Cambrai,59400,Sur rendez-vous,,59122,50.1754,3.234031,https://francearchives.gouv.fr/fr/service/33926,C,Archives municipales,
33405,Commune de Cannes - Archives municipales - Salle d'exposition,,archives@ville-cannes.fr,04.89.82.20.70,,18 rue Docteur Calmette,Cannes,06400,,,06029,43.55698,7.02122,https://francearchives.gouv.fr/fr/service/33404#service-33405,C,Archives municipales,Commune de Cannes - Archives municipales - Salle de lecture
33404,Commune de Cannes - Archives municipales - Salle de lecture,FRAC06406,archives@ville-cannes.fr,04.89.82.20.60,"Mairie, CS 30140,  Cannes Cedex","Villa Montrose, 9 avenue Montrose",Cannes,06414,Lu.-Ve. 8h30 à 17h,http://www.cannes.com/fr/culture/archives-municipales.html,06029,43.562254,7.026324,https://francearchives.gouv.fr/fr/service/33404,C,Archives municipales,
